CustomerKey,FirstName,LastName,FullName,Gender,Gender,DateFirstPurchase,City
13112,Bianca,Gao,Bianca Gao,F,Female,2012-06-10,North Sydney
13113,Bryant,Sanchez,Bryant Sanchez,M,Male,2012-06-15,Goulburn
13114,Claudia,Zhang,Claudia Zhang,F,Female,2012-05-31,Milsons Point
13115,Clarence,Wu,Clarence Wu,M,Male,2012-06-26,North Sydney
13116,Tyrone,Diaz,Tyrone Diaz,M,Male,2013-03-14,North Sydney
13117,Evelyn,Rodriguez,Evelyn Rodriguez,F,Female,2012-06-02,Sydney
13118,Sydney,Cook,Sydney Cook,F,Female,2012-06-22,Cranbourne
13119,Jaclyn,Guo,Jaclyn Guo,F,Female,2012-06-11,Caloundra
13120,Levi,Weber,Levi Weber,M,Male,2013-02-13,Lavender Bay
13121,Latasha,Jimenez,Latasha Jimenez,F,Female,2013-04-06,Melton
13122,Catherine,Cox,Catherine Cox,F,Female,2012-06-12,Bendigo
13123,Kelli,Raji,Kelli Raji,F,Female,2012-06-14,Coffs Harbour
13124,Marco,Vance,Marco Vance,M,Male,2013-10-30,Hawthorne
13125,Alejandro,Hu,Alejandro Hu,M,Male,2013-05-19,Melbourne
13126,Lydia,Suri,Lydia Suri,F,Female,2012-06-07,Melton
13127,Shane,Fernandez,Shane Fernandez,M,Male,2013-06-19,Melton
13128,Colleen,West,Colleen West,F,Female,2012-06-29,Springwood
13129,Joy,Ramos,Joy Ramos,F,Female,2012-06-18,Sunbury
13130,Dalton,Miller,Dalton Miller,M,Male,2012-06-25,Bendigo
13131,Briana,Diaz,Briana Diaz,F,Female,2012-06-23,Melton
13132,Casey,Vazquez,Casey Vazquez,M,Male,2012-06-08,Sydney
13133,Devon,Kennedy,Devon Kennedy,M,Male,2012-06-14,North Sydney
13134,Sara,Morgan,Sara Morgan,F,Female,2012-06-17,Townsville
13135,Johnny,Rai,Johnny Rai,M,Male,2012-06-08,Springwood
13136,Virginia,Martinez,Virginia Martinez,F,Female,2013-06-22,Hawthorne
13137,Jacqueline,Simmons,Jacqueline Simmons,F,Female,2013-03-26,Melton
13138,Teresa,Alonso,Teresa Alonso,F,Female,2013-02-02,South Melbourne
13139,Carmen,Perez,Carmen Perez,F,Female,2012-06-09,Lane Cove
13140,Jamie,Zhu,Jamie Zhu,F,Female,2013-07-23,Findon
13141,Walter,Hernandez,Walter Hernandez,M,Male,2013-10-15,Silverwater
13142,Xavier,Moore,Xavier Moore,M,Male,2011-12-31,Novato
13143,Hannah,Jackson,Hannah Jackson,F,Female,2013-08-02,Langford
13144,Destiny,Stewart,Destiny Stewart,F,Female,2013-03-06,Royal Oak
13145,Gilbert,Xu,Gilbert Xu,M,Male,2013-11-04,Cheektowaga
13146,Gabriella,Ramirez,Gabriella Ramirez,F,Female,2013-05-18,Beaverton
13147,Cedric,Lin,Cedric Lin,M,Male,2013-06-06,Burbank
13148,Tyler,Anderson,Tyler Anderson,M,Male,2013-03-18,Westminster
13149,Linda,Ferrier,Linda Ferrier,F,Female,2013-04-07,Gold Coast
13150,Lacey,Yang,Lacey Yang,F,Female,2013-07-02,North Ryde
13151,Ethan,Moore,Ethan Moore,M,Male,2013-12-04,Long Beach
13152,Gabrielle,Butler,Gabrielle Butler,F,Female,2012-01-14,Oakland
13153,Jack,Hill,Jack Hill,M,Male,2013-02-12,Burien
13154,Aaron,Lal,Aaron Lal,M,Male,2013-11-05,Edmonds
13155,Jay,Gutierrez,Jay Gutierrez,M,Male,2013-03-13,South Melbourne
13156,Bradley,Lal,Bradley Lal,M,Male,2012-06-18,Caloundra
13157,Heidi,Gonzalez,Heidi Gonzalez,F,Female,2013-08-30,Findon
13158,Casey,Xu,Casey Xu,F,Female,2013-02-05,Springwood
13159,Roberto,Ramos,Roberto Ramos,M,Male,2013-07-27,Sunbury
13160,Willie,Xu,Willie Xu,M,Male,2012-06-24,Warrnambool
13161,Jose,Moore,Jose Moore,M,Male,2012-01-09,Corvallis
13162,Nina,Nath,Nina Nath,F,Female,2013-07-16,Concord
13163,Noah,Lopez,Noah Lopez,M,Male,2013-05-30,Daly City
13164,Olivia,Ward,Olivia Ward,F,Female,2013-06-30,Downey
13165,Wyatt,Walker,Wyatt Walker,M,Male,2012-01-14,Lakewood
13166,Kyle,Chen,Kyle Chen,M,Male,2013-03-22,National City
13167,Mario,Tang,Mario Tang,M,Male,2013-11-06,Concord
13168,Hannah,Price,Hannah Price,F,Female,2013-09-26,Santa Monica
13169,Caleb,Griffin,Caleb Griffin,M,Male,2013-06-05,Milwaukie
13170,Sebastian,Reed,Sebastian Reed,M,Male,2013-03-28,Beverly Hills
13171,Catherine,Torres,Catherine Torres,F,Female,2013-01-30,National City
13172,Isabella,Cook,Isabella Cook,F,Female,2013-10-06,Lynnwood
13173,Dalton,Brooks,Dalton Brooks,M,Male,2012-01-09,Corvallis
13174,Gabriella,Morris,Gabriella Morris,F,Female,2012-01-17,Lake Oswego
13175,Noah,Smith,Noah Smith,M,Male,2013-06-25,N. Vancouver
13176,Kurt,Chander,Kurt Chander,M,Male,2012-01-28,Berkeley
13177,Taylor,Rogers,Taylor Rogers,F,Female,2012-01-27,Milwaukie
13178,Megan,Gray,Megan Gray,F,Female,2012-01-10,Woodburn
13179,Adrian,Sanchez,Adrian Sanchez,M,Male,2013-04-15,Sooke
13180,Leslie,Sanz,Leslie Sanz,F,Female,2013-05-14,Burien
13181,Brian,Morgan,Brian Morgan,M,Male,2013-03-17,Imperial Beach
13182,Jeremy,Bennett,Jeremy Bennett,M,Male,2013-09-22,Olympia
13183,Christian,Jenkins,Christian Jenkins,M,Male,2013-03-12,Spokane
13184,Miguel,Perez,Miguel Perez,M,Male,2013-10-17,Lebanon
13185,William,Lee,William Lee,M,Male,2013-03-17,Langley
13186,Marcus,Sanders,Marcus Sanders,M,Male,2013-05-09,Chula Vista
13187,Evan,Wright,Evan Wright,M,Male,2013-04-30,Fremont
13188,Anthony,Davis,Anthony Davis,M,Male,2013-10-12,Puyallup
13189,Gloria,Romero,Gloria Romero,F,Female,2012-01-20,Concord
13190,Jonathan,Diaz,Jonathan Diaz,M,Male,2012-01-10,Burbank
13191,Emma,Rodriguez,Emma Rodriguez,F,Female,2013-08-30,Redwood City
13192,Hunter,Martinez,Hunter Martinez,M,Male,2013-11-09,San Carlos
13193,Kevin,Evans,Kevin Evans,M,Male,2013-07-06,Mill Valley
13194,Kevin,Carter,Kevin Carter,M,Male,2013-09-19,Burlingame
13195,Aaron,Perry,Aaron Perry,M,Male,2013-04-09,San Francisco
13196,Kimberly,Sanders,Kimberly Sanders,F,Female,2013-10-08,Issaquah
13197,Katherine,Smith,Katherine Smith,F,Female,2013-04-07,N. Vancouver
13198,Cindy,Gray,Cindy Gray,F,Female,2013-02-23,Metchosin
13199,Timothy,Stewart,Timothy Stewart,M,Male,2013-01-28,Vancouver
13200,Jessica,Miller,Jessica Miller,F,Female,2013-11-10,San Diego
13201,Nicholas,Davis,Nicholas Davis,M,Male,2013-07-16,Sooke
13202,Natasha,Romero,Natasha Romero,F,Female,2012-01-08,Colma
13203,Bailey,Bell,Bailey Bell,F,Female,2012-01-28,Olympia
13204,Savannah,Parker,Savannah Parker,F,Female,2013-11-04,Imperial Beach
13205,Jerome,Torres,Jerome Torres,M,Male,2012-01-19,Canoga Park
13206,Emily,Flores,Emily Flores,F,Female,2013-02-17,Vancouver
13207,Kenneth,Rai,Kenneth Rai,M,Male,2013-10-06,Chula Vista
13208,Cassidy,Bryant,Cassidy Bryant,F,Female,2011-12-31,Concord
13209,Alexandria,Bailey,Alexandria Bailey,F,Female,2013-08-31,Langford
13210,Ethan,Simmons,Ethan Simmons,M,Male,2011-12-31,Redwood City
13211,James,Jai,James Jai,M,Male,2014-01-19,Beaverton
13212,Logan,Phillips,Logan Phillips,M,Male,2012-01-27,Long Beach
13213,Courtney,King,Courtney King,F,Female,2013-03-08,Walla Walla
13214,Elijah,Adams,Elijah Adams,M,Male,2012-01-11,Seattle
13215,Colleen,Sharma,Colleen Sharma,F,Female,2013-08-12,Carrollton
13216,Mary,Mitchell,Mary Mitchell,F,Female,2013-05-08,Fremont
13217,Julian,Alexander,Julian Alexander,M,Male,2013-09-17,Langford
13218,Melissa,Bryant,Melissa Bryant,F,Female,2013-11-02,Chula Vista
13219,Rafael,Shan,Rafael Shan,M,Male,2013-10-05,Concord
13220,Isabella,Hernandez,Isabella Hernandez,F,Female,2011-12-31,Newport Beach
13221,Madeline,Hall,Madeline Hall,F,Female,2012-01-18,Lincoln Acres
13222,Arturo,Liu,Arturo Liu,M,Male,2013-03-22,Cliffside
13223,Noah,Lee,Noah Lee,M,Male,2013-10-25,Imperial Beach
13224,Amanda,Brooks,Amanda Brooks,F,Female,2012-01-22,Kirkland
13225,Jésus,Suarez,Jésus Suarez,M,Male,2012-01-09,Berkeley
13226,Jenna,Mitchell,Jenna Mitchell,F,Female,2012-01-04,Walla Walla
13227,Alexander,Wilson,Alexander Wilson,M,Male,2013-04-14,Chula Vista
13228,Thomas,Sanchez,Thomas Sanchez,M,Male,2013-07-26,Colma
13229,Dylan,Wang,Dylan Wang,M,Male,2013-07-03,Woodburn
13230,Chloe,Bryant,Chloe Bryant,F,Female,2012-01-14,Olympia
13231,Alexia,Ross,Alexia Ross,F,Female,2013-04-24,Langley
13232,Kaitlyn,Baker,Kaitlyn Baker,F,Female,2013-09-07,Lebanon
13233,Richard,Coleman,Richard Coleman,M,Male,2012-02-19,Marysville
13234,Robert,Lewis,Robert Lewis,M,Male,2013-01-31,Puyallup
13235,Jonathan,Robinson,Jonathan Robinson,M,Male,2013-02-18,Woodburn
13236,Robert,Wang,Robert Wang,M,Male,2013-10-20,Beverly Hills
13237,Devin,Stewart,Devin Stewart,M,Male,2012-02-16,Torrance
13238,John,Williams,John Williams,M,Male,2012-02-06,Torrance
13239,Matthew,Thomas,Matthew Thomas,M,Male,2013-05-24,N. Vancouver
13240,Blake,Foster,Blake Foster,M,Male,2013-08-31,Chula Vista
13241,Natalie,Ward,Natalie Ward,F,Female,2013-09-04,Victoria
13242,Kyle,Yang,Kyle Yang,M,Male,2013-10-09,Los Angeles
13243,Alyssa,Davis,Alyssa Davis,F,Female,2012-02-05,Lake Oswego
13244,Jose,Sharma,Jose Sharma,M,Male,2013-10-10,Puyallup
13245,Angel,Scott,Angel Scott,M,Male,2013-07-07,Salem
13246,Hailey,Perez,Hailey Perez,F,Female,2012-01-29,Long Beach
13247,Zachary,Chen,Zachary Chen,M,Male,2012-02-13,Burbank
13248,Isabella,Martinez,Isabella Martinez,F,Female,2012-01-30,Edmonds
13249,Ryan,Perry,Ryan Perry,M,Male,2013-04-10,Shawnee
13250,Jordan,King,Jordan King,F,Female,2012-02-20,Santa Cruz
13251,Raymond,Malhotra,Raymond Malhotra,M,Male,2012-11-01,Esher-Molesey
13252,Bianca,Lu,Bianca Lu,F,Female,2012-11-10,London
13253,Carly,Xie,Carly Xie,F,Female,2012-11-02,London
13254,Beth,Gomez,Beth Gomez,F,Female,2012-12-11,Milton Keynes
13255,Lance,Blanco,Lance Blanco,M,Male,2012-12-02,Saarbrücken
13256,Abby,Subram,Abby Subram,F,Female,2012-12-13,Essen
13257,Jon,Chander,Jon Chander,M,Male,2011-01-13,Hof
13258,Anne,Dominguez,Anne Dominguez,F,Female,2011-01-05,Kassel
13259,Allen,Garcia,Allen Garcia,M,Male,2011-01-23,Münster
13260,James,Flores,James Flores,M,Male,2011-01-17,Neunkirchen
13261,Lindsey,Andersen,Lindsey Andersen,F,Female,2011-01-08,Paderborn
13262,Jaime,Nara,Jaime Nara,M,Male,2013-03-22,High Wycombe
13263,Kate,Anand,Kate Anand,F,Female,2011-11-13,Roncq
13264,Melanie,Sanchez,Melanie Sanchez,F,Female,2011-01-03,Ingolstadt
13265,Luke,Adams,Luke Adams,M,Male,2011-01-11,Paderborn
13266,Samuel,Wang,Samuel Wang,M,Male,2013-03-20,Long Beach
13267,Matthew,Moore,Matthew Moore,M,Male,2013-04-11,Haney
13268,Katherine,Parker,Katherine Parker,F,Female,2013-02-13,Victoria
13269,Rachel,Martin,Rachel Martin,F,Female,2012-02-12,Lynnwood
13270,Mason,Baker,Mason Baker,M,Male,2013-09-27,Cliffside
13271,Ryan,Anderson,Ryan Anderson,M,Male,2013-09-15,Port Hammond
13272,Jordan,Gonzalez,Jordan Gonzalez,F,Female,2013-10-29,Oregon City
13273,Elizabeth,Lee,Elizabeth Lee,F,Female,2012-02-25,Coronado
13274,Joshua,Lee,Joshua Lee,M,Male,2012-01-31,Ballard
13275,Carlos,Murphy,Carlos Murphy,M,Male,2013-02-10,Everett
13276,Sarah,Johnson,Sarah Johnson,F,Female,2013-12-04,Everett
13277,Nathan,Brown,Nathan Brown,M,Male,2012-02-16,Salem
13278,Jorge,Hu,Jorge Hu,M,Male,2012-02-26,Chula Vista
13279,Rachel,Howard,Rachel Howard,F,Female,2012-02-02,Palo Alto
13280,Bailey,Adams,Bailey Adams,F,Female,2012-02-22,Kirkland
13281,Brent,Li,Brent Li,M,Male,2014-01-10,Burbank
13282,Madison,Price,Madison Price,F,Female,2013-11-27,Burlingame
13283,Dakota,Griffin,Dakota Griffin,M,Male,2012-02-05,Lebanon
13284,Victoria,Butler,Victoria Butler,F,Female,2013-04-03,Langford
13285,Kara,Chavez,Kara Chavez,F,Female,2013-02-06,Cliffside
13286,Hannah,Rodriguez,Hannah Rodriguez,F,Female,2012-02-10,Milwaukie
13287,Brandon,Rodriguez,Brandon Rodriguez,M,Male,2012-02-11,Burbank
13288,Jackson,Lopez,Jackson Lopez,M,Male,2012-02-26,Grossmont
13289,Alexandria,Coleman,Alexandria Coleman,F,Female,2013-07-09,Cliffside
13290,Jordan,Campbell,Jordan Campbell,M,Male,2013-04-21,Sooke
13291,Nina,Xu,Nina Xu,F,Female,2013-05-25,Branson
13292,Paula,Carlson,Paula Carlson,F,Female,2012-02-18,Burien
13293,Barbara,Lu,Barbara Lu,F,Female,2013-07-20,Chula Vista
13294,Cassidy,Hughes,Cassidy Hughes,F,Female,2013-10-06,Edmonds
13295,Jasmine,Jackson,Jasmine Jackson,F,Female,2014-01-23,Portland
13296,Seth,Anderson,Seth Anderson,M,Male,2013-03-27,Beverly Hills
13297,Arthur,Rubio,Arthur Rubio,M,Male,2013-07-26,Chula Vista
13298,Anna,Harris,Anna Harris,F,Female,2012-02-19,Lincoln Acres
13299,Vanessa,Ross,Vanessa Ross,F,Female,2012-02-25,Palo Alto
13300,Timothy,Hernandez,Timothy Hernandez,M,Male,2013-08-30,Redmond
13301,Angela,Stewart,Angela Stewart,F,Female,2013-09-15,Sedro Woolley
13302,Cole,Torres,Cole Torres,M,Male,2013-03-01,Oakland
13303,Jonathan,Martinez,Jonathan Martinez,M,Male,2013-05-03,Oak Bay
13304,Sara,Peterson,Sara Peterson,F,Female,2012-02-26,Tacoma
13305,Oscar,Alexander,Oscar Alexander,M,Male,2013-05-04,Puyallup
13306,Kaitlyn,Cox,Kaitlyn Cox,F,Female,2013-12-16,Santa Monica
13307,Michelle,Stone,Michelle Stone,F,Female,2013-06-04,Downey
13308,Kaitlyn,King,Kaitlyn King,F,Female,2013-04-27,Walla Walla
13309,Angela,Sanders,Angela Sanders,F,Female,2013-04-19,El Cajon
13310,Miguel,Barnes,Miguel Barnes,M,Male,2013-03-13,Puyallup
13311,Isabella,Reed,Isabella Reed,F,Female,2013-12-25,Renton
13312,Natalie,Jenkins,Natalie Jenkins,F,Female,2013-07-22,Chula Vista
13313,Megan,Stone,Megan Stone,F,Female,2013-03-13,Glendale
13314,Jordan,Hernandez,Jordan Hernandez,M,Male,2012-02-16,Grossmont
13315,Lucas,Thomas,Lucas Thomas,M,Male,2012-02-25,Imperial Beach
13316,Angel,Rivera,Angel Rivera,M,Male,2012-02-24,Bellflower
13317,Jeremiah,Long,Jeremiah Long,M,Male,2013-11-23,Los Angeles
13318,Amber,Perez,Amber Perez,F,Female,2013-02-12,Sooke
13319,Charles,Howard,Charles Howard,M,Male,2012-02-02,Marysville
13320,Jasmine,Jones,Jasmine Jones,F,Female,2013-02-26,Grossmont
13321,Arianna,Barnes,Arianna Barnes,F,Female,2013-12-30,Portland
13322,Elizabeth,Patterson,Elizabeth Patterson,F,Female,2013-05-09,Olympia
13323,Adam,Adams,Adam Adams,M,Male,2013-12-13,Newport Beach
13324,Florian,Stiller,Florian Stiller,F,Female,2012-02-07,Santa Monica
13325,Marcus,Wright,Marcus Wright,M,Male,2012-02-04,Burbank
13326,Bob,Fernandez,Bob Fernandez,M,Male,2012-02-04,Beverly Hills
13327,Isabelle,Russell,Isabelle Russell,F,Female,2013-07-20,Bellingham
13328,Albert,Serrano,Albert Serrano,M,Male,2013-04-13,Cliffside
13329,Jake,Wang,Jake Wang,M,Male,2012-02-11,Chula Vista
13330,Maria,Patterson,Maria Patterson,F,Female,2013-04-02,Shawnee
13331,Lauren,Diaz,Lauren Diaz,F,Female,2013-07-12,Imperial Beach
13332,Neil,Alonso,Neil Alonso,M,Male,2013-10-17,Colma
13333,Tara,Chander,Tara Chander,F,Female,2013-09-24,Concord
13334,Melanie,Rivera,Melanie Rivera,F,Female,2013-07-31,Beaverton
13335,Alyssa,Barnes,Alyssa Barnes,F,Female,2013-11-30,Lakewood
13336,Deanna,Gill,Deanna Gill,F,Female,2013-04-08,Colma
13337,Lauren,Cox,Lauren Cox,F,Female,2013-06-06,Sedro Woolley
13338,Jada,Carter,Jada Carter,F,Female,2014-01-26,Santa Cruz
13339,Nicole,Clark,Nicole Clark,F,Female,2013-02-09,Santa Cruz
13340,Natalie,Edwards,Natalie Edwards,F,Female,2012-02-18,Berkeley
13341,Lucas,King,Lucas King,M,Male,2013-02-15,Long Beach
13342,Brandon,Jackson,Brandon Jackson,M,Male,2013-11-07,Coronado
13343,Melanie,Bradley,Melanie Bradley,F,Female,2013-05-06,Westminster
13344,Caitlin,Reed,Caitlin Reed,F,Female,2013-05-02,Puyallup
13345,Dalton,Butler,Dalton Butler,M,Male,2013-05-22,N. Vancouver
13346,Gregory,Chande,Gregory Chande,M,Male,2012-02-18,Beaverton
13347,Rachel,Hall,Rachel Hall,F,Female,2013-06-05,Novato
13348,Noah,Young,Noah Young,M,Male,2012-02-05,Lincoln Acres
13349,Kaitlyn,Gonzalez,Kaitlyn Gonzalez,F,Female,2013-02-13,Newport Beach
13350,Isaac,Sandberg,Isaac Sandberg,M,Male,2013-04-18,Shawnee
13351,Mariah,Cox,Mariah Cox,F,Female,2012-02-19,Issaquah
13352,Joseph,Davis,Joseph Davis,M,Male,2013-06-21,La Jolla
13353,Jordyn,Coleman,Jordyn Coleman,F,Female,2012-02-22,Lynnwood
13354,Eric,Campbell,Eric Campbell,M,Male,2012-02-25,Seattle
13355,Jackson,Jai,Jackson Jai,M,Male,2012-02-12,Puyallup
13356,Stefanie,Prasad,Stefanie Prasad,F,Female,2013-10-16,Bellingham
13357,Blake,Gonzales,Blake Gonzales,M,Male,2012-02-05,El Cajon
13358,Alexandra,Edwards,Alexandra Edwards,F,Female,2013-09-20,Metchosin
13359,Ian,Wood,Ian Wood,M,Male,2012-01-30,Downey
13360,Jada,Cook,Jada Cook,F,Female,2013-02-04,Concord
13361,Cameron,Jai,Cameron Jai,M,Male,2012-02-25,Lake Oswego
13362,Destiny,Morgan,Destiny Morgan,F,Female,2012-02-04,Bellflower
13363,Sydney,Allen,Sydney Allen,F,Female,2013-02-28,Woodburn
13364,Natalie,Anderson,Natalie Anderson,F,Female,2013-05-15,Bellflower
13365,Luke,Shan,Luke Shan,M,Male,2013-09-11,Concord
13366,Austin,Davis,Austin Davis,M,Male,2013-05-26,Westminster
13367,Savannah,Edwards,Savannah Edwards,F,Female,2012-02-27,Lynnwood
13368,Kyle,Henderson,Kyle Henderson,M,Male,2013-10-26,Renton
13369,Mariah,Henderson,Mariah Henderson,F,Female,2012-02-02,Edmonds
13370,Blake,Ross,Blake Ross,M,Male,2013-11-18,Oregon City
13371,Sydney,Gonzales,Sydney Gonzales,F,Female,2013-08-06,Salem
13372,Isaac,Edwards,Isaac Edwards,M,Male,2013-02-04,Yakima
13373,Michelle,Murphy,Michelle Murphy,F,Female,2013-03-31,Beverly Hills
13374,Marco,Martinez,Marco Martinez,M,Male,2013-10-13,Burlingame
13375,Jason,Kumar,Jason Kumar,M,Male,2013-12-03,Colma
13376,Jerry,Rai,Jerry Rai,M,Male,2013-09-26,Concord
13377,Thomas,Hernandez,Thomas Hernandez,M,Male,2013-05-01,Santa Cruz
13378,Alexandra,Bailey,Alexandra Bailey,F,Female,2012-01-31,Woodland Hills
13379,Bailey,Morris,Bailey Morris,F,Female,2013-07-17,Sedro Woolley
13380,Katherine,Scott,Katherine Scott,F,Female,2012-02-01,Bellflower
13381,Vanessa,Jenkins,Vanessa Jenkins,F,Female,2013-07-24,Coronado
13382,Richard,Rogers,Richard Rogers,M,Male,2012-02-12,Santa Monica
13383,Natalie,Wright,Natalie Wright,F,Female,2012-01-31,Beaverton
13384,Mario,Ashe,Mario Ashe,M,Male,2012-02-04,Bremerton
13385,Danielle,Cook,Danielle Cook,F,Female,2012-02-23,Issaquah
13386,Samuel,Patterson,Samuel Patterson,M,Male,2013-10-02,Lebanon
13387,Miranda,Jenkins,Miranda Jenkins,F,Female,2013-11-02,Berkeley
13388,Marshall,Shen,Marshall Shen,M,Male,2013-03-05,Burlingame
13389,Madison,Thomas,Madison Thomas,F,Female,2013-11-30,Lemon Grove
13390,Julia,Collins,Julia Collins,F,Female,2013-12-30,Novato
13391,Brenda,Malhotra,Brenda Malhotra,F,Female,2013-10-02,Burnaby
13392,Hunter,Parker,Hunter Parker,M,Male,2013-11-09,Beaverton
13393,Willie,Kumar,Willie Kumar,M,Male,2013-05-10,Beaverton
13394,Matthew,Clark,Matthew Clark,M,Male,2013-05-12,Beaverton
13395,Gabriel,Li,Gabriel Li,M,Male,2013-07-18,Bellingham
13396,David,Kumar,David Kumar,M,Male,2013-05-29,Olympia
13397,Adam,Mitchell,Adam Mitchell,M,Male,2013-11-12,Redmond
13398,Logan,Ross,Logan Ross,M,Male,2013-11-21,Sedro Woolley
13399,Edward,Young,Edward Young,M,Male,2013-11-08,Grossmont
13400,Julia,Thomas,Julia Thomas,F,Female,2012-02-26,Grossmont
13401,Erin,Bradley,Erin Bradley,F,Female,2012-02-28,Woodland Hills
13402,Gabriel,Turner,Gabriel Turner,M,Male,2012-02-22,El Cajon
13403,Jennifer,Jackson,Jennifer Jackson,F,Female,2012-02-23,Woodburn
13404,Kelvin,Yang,Kelvin Yang,M,Male,2012-12-16,London
13405,Ethan,Bryant,Ethan Bryant,M,Male,2011-11-01,Roubaix
13406,Craig,Jiménez,Craig Jiménez,M,Male,2011-01-28,Münster
13407,Cassandra,Rana,Cassandra Rana,F,Female,2012-12-27,London
13408,Katherine,Gonzales,Katherine Gonzales,F,Female,2012-12-14,Peterborough
13409,Cory,Fernandez,Cory Fernandez,M,Male,2013-10-22,Tremblay-en-France
13410,Jillian,Madan,Jillian Madan,F,Female,2013-06-07,Berlin
13411,Jacquelyn,Blanco,Jacquelyn Blanco,F,Female,2012-12-07,Berks
13412,Rafael,Zhao,Rafael Zhao,M,Male,2013-12-09,Birmingham
13413,Fernando,Phillips,Fernando Phillips,M,Male,2013-10-31,Portland
13414,Miguel,Wilson,Miguel Wilson,M,Male,2013-05-06,Oregon City
13415,Marcus,Rogers,Marcus Rogers,M,Male,2013-05-26,Beverly Hills
13416,Richard,Roberts,Richard Roberts,M,Male,2013-03-10,Fremont
13417,Ian,Cox,Ian Cox,M,Male,2013-05-02,Long Beach
13418,Devin,Cox,Devin Cox,M,Male,2013-05-05,Vancouver
13419,Lauren,Coleman,Lauren Coleman,F,Female,2012-02-10,Bremerton
13420,Jordan,Turner,Jordan Turner,F,Female,2012-02-21,Grossmont
13421,Alyssa,Patterson,Alyssa Patterson,F,Female,2013-04-27,Santa Cruz
13422,Jacqueline,Washington,Jacqueline Washington,F,Female,2013-05-16,Spring Valley
13423,Alex,Peterson,Alex Peterson,M,Male,2013-07-24,Sooke
13424,Jasmine,Thomas,Jasmine Thomas,F,Female,2012-02-02,Corvallis
13425,Jose,Garcia,Jose Garcia,M,Male,2012-02-23,Edmonds
13426,Taylor,Williams,Taylor Williams,F,Female,2012-03-05,Bellflower
13427,Connor,Winston,Connor Winston,M,Male,2013-05-21,Lincoln Acres
13428,Marcus,Ramirez,Marcus Ramirez,M,Male,2013-05-11,Novato
13429,Gabrielle,Washington,Gabrielle Washington,F,Female,2012-03-11,Palo Alto
13430,Edward,Griffin,Edward Griffin,M,Male,2013-03-22,Santa Monica
13431,Bryan,James,Bryan James,M,Male,2012-03-14,Tacoma
13432,Dalton,Wood,Dalton Wood,M,Male,2013-03-27,Ballard
13433,Jessie,Vazquez,Jessie Vazquez,F,Female,2012-03-18,Bellflower
13434,Kaitlyn,Wright,Kaitlyn Wright,F,Female,2013-10-13,N. Vancouver
13435,Tracy,Pal,Tracy Pal,F,Female,2012-03-17,Beverly Hills
13436,Gail,Griffin,Gail Griffin,F,Female,2012-03-12,Issaquah
13437,Ethan,Flores,Ethan Flores,M,Male,2013-03-02,Port Orchard
13438,Chloe,Griffin,Chloe Griffin,F,Female,2012-03-02,Redmond
13439,Arturo,Lin,Arturo Lin,M,Male,2013-05-18,Burlingame
13440,Sydney,Miller,Sydney Miller,F,Female,2013-05-12,Victoria
13441,Omar,Zhang,Omar Zhang,M,Male,2013-11-29,Bellingham
13442,Paula,Vazquez,Paula Vazquez,F,Female,2012-03-18,Burien
13443,Jasmine,White,Jasmine White,F,Female,2012-03-10,Lebanon
13444,Abby,Lopez,Abby Lopez,F,Female,2013-07-13,Beverly Hills
13445,Logan,Davis,Logan Davis,M,Male,2013-11-14,Daly City
13446,Katelyn,Scott,Katelyn Scott,F,Female,2012-03-01,El Cajon
13447,Destiny,Cox,Destiny Cox,F,Female,2012-03-26,Long Beach
13448,Catherine,Ward,Catherine Ward,F,Female,2013-06-01,Palo Alto
13449,Jerome,Diaz,Jerome Diaz,M,Male,2012-03-12,Bremerton
13450,Victoria,Jones,Victoria Jones,F,Female,2012-04-28,Oregon City
13451,Robin,Browning,Robin Browning,F,Female,2013-10-18,Burbank
13452,Kaitlyn,Evans,Kaitlyn Evans,F,Female,2012-03-30,Glendale
13453,Amanda,Howard,Amanda Howard,F,Female,2012-04-08,Lincoln Acres
13454,Benjamin,Griffin,Benjamin Griffin,M,Male,2013-06-14,Long Beach
13455,Kaitlyn,Bryant,Kaitlyn Bryant,F,Female,2013-06-10,San Diego
13456,Sydney,Hernandez,Sydney Hernandez,F,Female,2012-04-14,Kirkland
13457,Eric,Henderson,Eric Henderson,M,Male,2013-08-05,W. Linn
13458,Joan,James,Joan James,F,Female,2013-02-07,Bellingham
13459,Devin,Foster,Devin Foster,M,Male,2013-11-11,San Diego
13460,Jasmine,Walker,Jasmine Walker,F,Female,2013-05-01,Newton
13461,Anthony,Jones,Anthony Jones,M,Male,2012-03-30,Santa Cruz
13462,Jay,Sara,Jay Sara,M,Male,2012-04-18,Bellingham
13463,Tammy,Sara,Tammy Sara,F,Female,2013-11-13,Bellflower
13464,Martha,Hu,Martha Hu,F,Female,2012-04-19,Beverly Hills
13465,Sydney,Campbell,Sydney Campbell,F,Female,2013-11-21,Long Beach
13466,Bryce,James,Bryce James,M,Male,2013-09-16,Langley
13467,Kristopher,Martinez,Kristopher Martinez,M,Male,2013-05-10,Bellingham
13468,Mariah,Sanders,Mariah Sanders,F,Female,2012-04-24,Portland
13469,Bryce,Bailey,Bryce Bailey,M,Male,2014-01-16,Tacoma
13470,Jaclyn,Jai,Jaclyn Jai,F,Female,2013-12-20,Bellflower
